Timestamp,North_m,East_m,Down_m
2025-04-26T15:47:27.774037,-0.58697909116745,7.000026702880859,0.04497885704040527
2025-04-26T15:47:27.876387,-0.5869914889335632,6.999246120452881,0.04476265609264374
2025-04-26T15:47:27.977562,-0.5869888663291931,6.998479843139648,0.0445309579372406
2025-04-26T15:47:28.078168,-0.5869452357292175,6.997701644897461,0.044298961758613586
2025-04-26T15:47:28.178800,-0.5868552923202515,6.996732711791992,0.04401311278343201
2025-04-26T15:47:28.279507,-0.5867788195610046,6.99599552154541,0.04388009011745453
2025-04-26T15:47:28.380814,-0.5867379903793335,6.995292663574219,0.043796926736831665
2025-04-26T15:47:28.481925,-0.5867090821266174,6.994553089141846,0.04365113377571106
2025-04-26T15:47:28.582963,-0.5866681933403015,6.993833541870117,0.0435047447681427
2025-04-26T15:47:28.684049,-0.5865945219993591,6.993112087249756,0.043353915214538574
2025-04-26T15:47:28.785286,-0.5864145159721375,6.992256164550781,0.0432182252407074
2025-04-26T15:47:28.886426,-0.5861978530883789,6.991598129272461,0.043124958872795105
2025-04-26T15:47:28.987544,-0.5859838724136353,6.990991115570068,0.043100178241729736
2025-04-26T15:47:29.088727,-0.5857296586036682,6.990394115447998,0.04311731457710266
2025-04-26T15:47:29.189691,-0.5854459404945374,6.989772796630859,0.0431617796421051
2025-04-26T15:47:29.290625,-0.5851938128471375,6.989086151123047,0.043278902769088745
2025-04-26T15:47:29.391634,-0.5849298238754272,6.988263130187988,0.04349885880947113
2025-04-26T15:47:29.492382,-0.5847194194793701,6.987603664398193,0.04376561939716339
2025-04-26T15:47:29.593158,-0.5844883918762207,6.986996173858643,0.044082507491111755
2025-04-26T15:47:29.693755,-0.5842445492744446,6.986453056335449,0.04451727867126465
2025-04-26T15:47:29.794396,-0.5840229392051697,6.985957622528076,0.045032382011413574
2025-04-26T15:47:29.895162,-0.5838576555252075,6.98551082611084,0.045589327812194824
2025-04-26T15:47:29.995904,-0.5837587714195251,6.9850969314575195,0.04626016318798065
2025-04-26T15:47:30.096421,-0.5837181806564331,6.984827995300293,0.046817123889923096
2025-04-26T15:47:30.197054,-0.5837774872779846,6.9846415519714355,0.04741092026233673
2025-04-26T15:47:30.297897,-0.5838730335235596,6.984505653381348,0.04800252616405487
2025-04-26T15:47:30.398619,-0.5840221047401428,6.984442234039307,0.04861275851726532
2025-04-26T15:47:30.499533,-0.5842821002006531,6.984442234039307,0.049242109060287476
2025-04-26T15:47:30.600521,-0.58481764793396,6.984524250030518,0.05009818077087402
2025-04-26T15:47:30.701539,-0.5853855013847351,6.9846649169921875,0.050863489508628845
2025-04-26T15:47:30.802562,-0.5860223174095154,6.9848551750183105,0.051601871848106384
2025-04-26T15:47:30.903596,-0.5866508483886719,6.985047817230225,0.052303746342659
2025-04-26T15:47:31.004585,-0.587252676486969,6.9852800369262695,0.05297045409679413
2025-04-26T15:47:31.106104,-0.587844729423523,6.985630035400391,0.05358535051345825
2025-04-26T15:47:31.207107,-0.5885670781135559,6.986238956451416,0.054263293743133545
2025-04-26T15:47:31.308253,-0.5891678333282471,6.986786842346191,0.054755598306655884
2025-04-26T15:47:31.409112,-0.5898004770278931,6.987436294555664,0.055225029587745667
2025-04-26T15:47:31.510069,-0.5904299020767212,6.98815393447876,0.05567924678325653
2025-04-26T15:47:31.611464,-0.5910509824752808,6.98891019821167,0.05609641969203949
2025-04-26T15:47:31.713099,-0.5916471481323242,6.989683628082275,0.05650326609611511
2025-04-26T15:47:31.814547,-0.592410147190094,6.990764617919922,0.057040274143218994
2025-04-26T15:47:31.915524,-0.5930250883102417,6.991713047027588,0.057520508766174316
2025-04-26T15:47:32.016720,-0.5936484932899475,6.992709636688232,0.05805481970310211
2025-04-26T15:47:32.117682,-0.594258725643158,6.993711471557617,0.05867147445678711
2025-04-26T15:47:32.218538,-0.5947905778884888,6.99468994140625,0.05936025083065033
2025-04-26T15:47:32.319527,-0.5952942967414856,6.99563455581665,0.060103923082351685
2025-04-26T15:47:32.420942,-0.5959250330924988,6.996725082397461,0.061104804277420044
2025-04-26T15:47:32.522130,-0.5964270830154419,6.997500419616699,0.06194216012954712
2025-04-26T15:47:32.623254,-0.5969284772872925,6.998228073120117,0.06281191110610962
2025-04-26T15:47:32.724384,-0.5974095463752747,6.998947620391846,0.0637044906616211
2025-04-26T15:47:32.825905,-0.5978776812553406,6.999650478363037,0.06460903584957123
2025-04-26T15:47:32.927345,-0.5983271598815918,7.000344276428223,0.06548568606376648
2025-04-26T15:47:33.028551,-0.5988419055938721,7.001169681549072,0.0664350688457489
2025-04-26T15:47:33.129652,-0.599186897277832,7.001805782318115,0.06709203124046326
2025-04-26T15:47:33.230550,-0.599452555179596,7.0024237632751465,0.06760156154632568
2025-04-26T15:47:33.331204,-0.5996555685997009,7.003006458282471,0.06803607940673828
2025-04-26T15:47:33.432408,-0.5998048186302185,7.003495693206787,0.06840464472770691
2025-04-26T15:47:33.533634,-0.5998784303665161,7.003922462463379,0.06863546371459961
2025-04-26T15:47:33.634532,-0.59986811876297,7.004420280456543,0.06875723600387573
2025-04-26T15:47:33.735198,-0.5997985005378723,7.004817962646484,0.06875228881835938
2025-04-26T15:47:33.836068,-0.5997050404548645,7.005192756652832,0.06868170201778412
2025-04-26T15:47:33.937351,-0.5996245741844177,7.005517482757568,0.06853947043418884
2025-04-26T15:47:34.038297,-0.5995838642120361,7.0057830810546875,0.06834769248962402
2025-04-26T15:47:34.140612,-0.5995911955833435,7.005988597869873,0.06813809275627136
